Shape Area,Quality Flags,GeoUID,Type,Households,CD_UID,Dwellings,Population,name,CSD_UID,CT_UID,CMA_UID,Region Name,Area (sq km),Population (n),Total private dwellings (n),Population density per square kilometre,Median Value of Dwellings ($),Median monthly shelter costs for owned dwellings ($),Median monthly shelter costs for rented dwellings ($),Occupied private dwellings (n),Single-detached house,Semi-detached house,Row house,Apartment or flat in a duplex,Apartment with <5 stories,Apartment with 5 or more stories,Other single attached house,No Bedrooms,1 Bedroom,2 Bedrooms,3 Bedrooms,4 or more bedrooms,Dwelling Density
0.1504,"0","35200944",DA,"183","3520","205","452","35200944","3520005","5350054.00","35535","35200944",0.1504,452,205,3005.3,1000000,1740,1640,185,30,30,15,20,95,0,0,0,30,25,100,40,1363.03191489362
0.0544,"0","35200945",DA,"176","3520","192","463","35200945","3520005","5350053.00","35535","35200945",0.0544,463,192,8511,1000000,990,1340,175,10,30,10,0,125,0,0,0,50,40,50,60,3529.41176470588
0.0313,"0","35200946",DA,"163","3520","177","421","35200946","3520005","5350053.00","35535","35200946",0.0313,421,177,13450.5,1300000,840,1550,165,10,35,0,15,100,0,0,0,30,45,40,35,5654.95207667732
0.048,"0","35200949",DA,"228","3520","252","488","35200949","3520005","5350053.00","35535","35200949",0.048,488,252,10166.7,1200000,1040,1480,225,25,25,0,55,115,0,10,15,55,45,45,50,5250
0.0413,"0","35200950",DA,"200","3520","229","445","35200950","3520005","5350053.00","35535","35200950",0.0413,445,229,10774.8,1000000,1270,1340,200,15,25,5,50,100,0,10,0,65,35,50,30,5544.79418886199
0.0486,"0","35200951",DA,"245","3520","272","588","35200951","3520005","5350053.00","35535","35200951",0.0486,588,272,12098.8,1100000,1450,1280,245,10,25,15,55,110,0,30,0,65,20,130,35,5596.70781893004
0.2926,"0","35200952",DA,"828","3520","877","1556","35200952","3520005","5350053.00","35535","35200952",0.2926,1556,877,5317.8,800000,2180,1400,830,5,30,0,5,430,360,0,15,375,390,85,10,2997.26589200273
0.02,"0","35200953",DA,"121","3520","142","288","35200953","3520005","5350053.00","35535","35200953",0.02,288,142,14400,1000000,2320,1880,120,15,20,5,0,75,0,0,0,35,30,50,10,7100
0.0281,"0","35200954",DA,"140","3520","162","338","35200954","3520005","5350098.00","35535","35200954",0.0281,338,162,12028.5,1000000,1270,1510,140,10,15,20,0,95,0,0,0,35,20,75,30,5765.12455516014
0.0852,"0","35200955",DA,"658","3520","692","1278","35200955","3520005","5350098.00","35535","35200955",0.0852,1278,692,15000,1000000,1980,745,660,10,130,0,5,225,290,0,0,350,125,130,55,8122.06572769953
0.0334,"0","35200956",DA,"154","3520","173","415","35200956","3520005","5350098.00","35535","35200956",0.0334,415,173,12425.1,950000,800,1350,155,5,60,0,5,85,0,0,0,20,35,45,45,5179.64071856287
0.0714,"0","35200957",DA,"560","3520","585","1254","35200957","3520005","5350098.00","35535","35200957",0.0714,1254,585,17563,980000,2680,1280,560,5,15,5,0,340,195,0,0,120,245,190,10,8193.27731092437
0.0816,"0","35200958",DA,"317","3520","339","748","35200958","3520005","5350098.00","35535","35200958",0.0816,748,339,9166.7,1100000,2520,2340,315,25,20,5,15,255,0,0,0,70,120,70,50,4154.41176470588
0.0605,"0","35200959",DA,"285","3520","314","725","35200959","3520005","5350098.00","35535","35200959",0.0605,725,314,11983.5,1000000,2260,1800,285,40,65,0,5,175,0,0,0,70,55,125,25,5190.0826446281
0.0617,"0","35200963",DA,"155","3520","170","373","35200963","3520005","5350098.00","35535","35200963",0.0617,373,170,6045.4,1200000,850,1300,155,5,15,0,5,125,0,0,0,40,45,45,20,2755.26742301459
0.0282,"0","35200965",DA,"136","3520","151","345","35200965","3520005","5350097.04","35535","35200965",0.0282,345,151,12234,1000000,1020,1230,135,15,10,0,10,85,0,20,0,35,40,55,20,5354.60992907801
0.0291,"0","35200966",DA,"134","3520","142","339","35200966","3520005","5350097.04","35535","35200966",0.0291,339,142,11649.5,1000000,800,1300,130,20,15,0,15,80,0,0,0,30,25,50,20,4879.72508591065
0.0814,"0","35200987",DA,"213","3520","226","536","35200987","3520005","5350094.00","35535","35200987",0.0814,536,226,6584.8,1500000,2280,1290,215,70,35,15,35,65,0,0,0,35,35,95,40,2776.41277641278
0.058,"0","35200988",DA,"255","3520","284","583","35200988","3520005","5350093.00","35535","35200988",0.058,583,284,10051.7,1500000,1680,1450,255,40,50,25,15,120,0,5,0,85,70,40,55,4896.55172413793
0.0664,"0","35200989",DA,"256","3520","276","607","35200989","3520005","5350094.00","35535","35200989",0.0664,607,276,9141.6,1390000,2580,1800,255,45,80,15,20,100,0,0,0,60,60,115,20,4156.6265060241
0.0661,"0","35200990",DA,"217","3520","238","539","35200990","3520005","5350094.00","35535","35200990",0.0661,539,238,8154.3,1400000,2240,1200,220,20,40,15,20,110,0,10,0,45,70,80,25,3600.60514372163
0.0321,"0","35200991",DA,"159","3520","178","418","35200991","3520005","5350094.00","35535","35200991",0.0321,418,178,13021.8,1300000,990,1530,160,20,60,0,15,70,0,0,0,25,25,60,55,5545.17133956386
0.0707,"0","35201000",DA,"273","3520","317","664","35201000","3520005","5350096.02","35535","35201000",0.0707,664,317,9391.8,1500000,2300,1780,270,35,15,10,70,105,0,30,0,75,60,90,50,4483.73408769448
0.0442,"0","35201002",DA,"203","3520","221","567","35201002","3520005","5350097.04","35535","35201002",0.0442,567,221,12828.1,1000000,960,1660,200,25,30,15,15,115,0,0,0,25,45,90,55,5000
0.045,"0","35201003",DA,"187","3520","223","501","35201003","3520005","5350097.04","35535","35201003",0.045,501,223,11133.3,1200000,1590,1700,185,30,35,20,25,75,0,0,10,40,35,45,50,4955.55555555556
0.0425,"0","35201004",DA,"119","3520","130","345","35201004","3520005","5350097.01","35535","35201004",0.0425,345,130,8117.6,1300000,840,1700,120,20,5,0,10,80,0,0,0,30,30,45,30,3058.82352941176
0.0431,"0","35201005",DA,"199","3520","206","535","35201005","3520005","5350097.01","35535","35201005",0.0431,535,206,12413,1100000,920,1410,200,30,35,0,15,120,0,0,0,25,40,80,40,4779.58236658933
0.0424,"0","35201006",DA,"157","3520","178","561","35201006","3520005","5350097.01","35535","35201006",0.0424,561,178,13231.1,1000000,680,1550,155,25,15,5,20,95,0,0,0,20,45,40,40,4198.11320754717
0.0376,"0","35201007",DA,"152","3520","177","366","35201007","3520005","5350096.02","35535","35201007",0.0376,366,177,9734,1200000,1960,1600,150,15,10,0,10,100,0,15,0,40,50,35,25,4707.44680851064
0.0373,"0","35201008",DA,"186","3520","201","405","35201008","3520005","5350096.02","35535","35201008",0.0373,405,201,10857.9,1200000,1590,1600,185,20,20,15,5,110,0,10,0,50,55,65,20,5388.7399463807
0.0378,"0","35201009",DA,"175","3520","199","397","35201009","3520005","5350096.02","35535","35201009",0.0378,397,199,10502.6,1300000,1560,1620,175,25,15,5,20,105,0,0,0,55,30,35,40,5264.55026455026
0.0727,"0","35201010",DA,"301","3520","345","643","35201010","3520005","5350096.02","35535","35201010",0.0727,643,345,8844.6,1300000,1600,1440,300,35,25,20,50,155,5,10,0,80,85,90,45,4745.5295735901
0.0594,"0","35201011",DA,"138","3520","149","318","35201011","3520005","5350096.02","35535","35201011",0.0594,318,149,5353.5,1100000,1530,1800,140,20,45,10,10,55,0,0,0,20,30,60,25,2508.41750841751
0.0338,"0","35201012",DA,"156","3520","169","363","35201012","3520005","5350096.02","35535","35201012",0.0338,363,169,10739.6,1000000,820,1660,155,20,10,0,25,85,0,15,0,45,50,40,40,5000
0.0336,"0","35201013",DA,"134","3520","155","330","35201013","3520005","5350095.00","35535","35201013",0.0336,330,155,9821.4,1300000,1800,1250,130,30,15,0,10,80,0,0,0,25,20,40,40,4613.09523809524
0.0575,"0","35201014",DA,"241","3520","259","559","35201014","3520005","5350095.00","35535","35201014",0.0575,559,259,9721.7,1200000,1280,1600,240,25,105,0,60,50,0,0,0,15,60,100,55,4504.34782608696
0.0562,"0","35201015",DA,"277","3520","298","663","35201015","3520005","5350095.00","35535","35201015",0.0562,663,298,11797.2,1200000,820,1660,280,40,35,25,30,145,0,0,0,55,70,70,70,5302.49110320285
0.0621,"0","35201016",DA,"264","3520","297","526","35201016","3520005","5350095.00","35535","35201016",0.0621,526,297,8470.2,1200000,1450,1370,265,15,35,20,5,185,0,10,0,100,80,35,30,4782.60869565217
0.0379,"0","35201017",DA,"179","3520","202","380","35201017","3520005","5350094.00","35535","35201017",0.0379,380,202,10026.4,1350000,920,1640,180,5,20,10,25,100,0,20,0,60,65,40,25,5329.81530343008
0.0408,"0","35201018",DA,"168","3520","193","400","35201018","3520005","5350056.00","35535","35201018",0.0408,400,193,9803.9,1200000,1530,1250,170,15,40,10,10,85,0,10,0,30,40,30,55,4730.39215686274
0.04,"0","35201019",DA,"193","3520","223","411","35201019","3520005","5350056.00","35535","35201019",0.04,411,223,10275,1500000,1600,1960,195,20,35,5,10,120,0,0,0,60,65,55,30,5575
0.0411,"0","35201020",DA,"203","3520","235","470","35201020","3520005","5350056.00","35535","35201020",0.0411,470,235,11435.5,1500000,1940,1430,205,5,40,5,5,155,0,0,0,45,40,65,55,5717.76155717762
0.0563,"0","35201023",DA,"331","3520","359","677","35201023","3520005","5350057.00","35535","35201023",0.0563,677,359,12024.9,1500000,970,1600,330,15,70,45,5,205,0,0,0,105,90,75,45,6376.5541740675
0.0823,"0","35201024",DA,"233","3520","279","592","35201024","3520005","5350057.00","35535","35201024",0.0823,592,279,7193.2,1500000,1980,1740,230,5,70,35,5,120,0,0,0,60,60,60,70,3390.03645200486
0.0867,"0","35201025",DA,"263","3520","300","540","35201025","3520005","5350057.00","35535","35201025",0.0867,540,300,6228.4,2000000,1590,2100,265,10,30,0,5,220,0,0,0,105,80,25,70,3460.20761245675
0.0411,"0","35201026",DA,"257","3520","311","478","35201026","3520005","5350057.00","35535","35201026",0.0411,478,311,11630.2,2000000,1410,1640,255,5,20,0,0,235,0,0,20,150,20,35,50,7566.9099756691
0.0604,"0","35201027",DA,"277","3520","327","617","35201027","3520005","5350058.00","35535","35201027",0.0604,617,327,10215.2,2000000,2740,2000,275,15,15,0,10,235,0,0,0,110,75,30,65,5413.90728476821
0.042,"0","35201028",DA,"198","3520","248","468","35201028","3520005","5350059.00","35535","35201028",0.042,468,248,11142.9,1300000,890,1680,200,10,35,35,10,110,0,0,0,45,45,85,30,5904.7619047619
0.1374,"0","35201029",DA,"475","3520","523","894","35201029","3520005","5350060.00","35535","35201029",0.1374,894,523,6506.6,1100000,1390,1880,475,25,35,30,45,135,185,25,30,180,90,135,45,3806.40465793304
0.0523,"0","35201030",DA,"212","3520","235","500","35201030","3520005","5350060.00","35535","35201030",0.0523,500,235,9560.2,1700000,1310,1500,210,20,35,15,30,90,0,15,0,40,70,50,65,4493.30783938815
0.0549,"0","35201031",DA,"433","3520","496","743","35201031","3520005","5350060.00","35535","35201031",0.0549,743,496,13533.7,755000,1150,1450,435,0,10,30,0,30,355,0,55,190,150,40,15,9034.60837887067
0.027,"0","35201032",DA,"242","3520","411","413","35201032","3520005","5350060.00","35535","35201032",0.027,413,411,15296.3,,,1800,245,0,0,0,0,60,180,0,20,85,65,0,0,15222.2222222222
0.0353,"0","35201033",DA,"257","3520","406","568","35201033","3520005","5350092.00","35535","35201033",0.0353,568,406,16090.7,,,1500,255,0,0,35,0,60,170,0,25,100,55,35,0,11501.4164305949
0.0523,"0","35201034",DA,"89","3520","106","175","35201034","3520005","5350091.01","35535","35201034",0.0523,175,106,3346.1,,,1300,90,5,0,0,0,85,0,0,0,50,25,15,10,2026.76864244742
0.0665,"0","35201035",DA,"415","3520","471","644","35201035","3520005","5350091.01","35535","35201035",0.0665,644,471,9684.2,850000,1590,2120,415,0,0,0,0,0,415,0,0,230,175,0,0,7082.70676691729
0.0348,"0","35201036",DA,"363","3520","392","585","35201036","3520005","5350061.00","35535","35201036",0.0348,585,392,16810.3,,,1000,360,0,0,5,0,35,315,0,40,255,60,0,0,11264.367816092
0.0253,"0","35201038",DA,"434","3520","474","643","35201038","3520005","5350091.01","35535","35201038",0.0253,643,474,25415,,,1700,435,0,0,5,0,0,430,0,45,300,35,65,0,18735.1778656126
0.1231,"0","35201039",DA,"912","3520","1134","1535","35201039","3520005","5350091.01","35535","35201039",0.1231,1535,1134,12469.5,2500000,3240,2280,915,30,45,5,10,25,790,5,40,280,460,85,40,9212.02274573517
0.079,"0","35201040",DA,"238","3520","284","497","35201040","3520005","5350091.01","35535","35201040",0.079,497,284,6291.1,3000000,2160,1960,235,35,70,25,20,85,0,0,0,35,60,80,60,3594.93670886076
0.0741,"0","35201041",DA,"499","3520","580","983","35201041","3520005","5350089.00","35535","35201041",0.0741,983,580,13265.9,1500000,2520,2000,495,5,20,15,5,50,410,0,0,265,155,55,15,7827.26045883941
0.1151,"0","35201044",DA,"279","3520","321","533","35201044","3520005","5350091.02","35535","35201044",0.1151,533,321,4630.8,1700000,2360,1720,280,20,15,20,60,150,0,15,0,80,85,50,50,2788.87923544744
0.0213,"0","35201045",DA,"249","3520","275","392","35201045","3520005","5350091.02","35535","35201045",0.0213,392,275,18403.8,,,1480,250,5,5,0,5,35,200,0,15,165,60,10,0,12910.7981220657
0.0327,"0","35201046",DA,"271","3520","347","475","35201046","3520005","5350091.02","35535","35201046",0.0327,475,347,14526,2500000,1220,1480,270,15,0,0,5,115,135,0,25,150,40,35,20,10611.620795107
0.061,"0","35201047",DA,"270","3520","323","554","35201047","3520005","5350091.02","35535","35201047",0.061,554,323,9082,2000000,1130,1700,270,10,15,0,30,210,0,5,10,115,90,25,40,5295.08196721311
0.0592,"0","35201048",DA,"246","3520","313","531","35201048","3520005","5350092.00","35535","35201048",0.0592,531,313,8969.6,2500000,2100,1800,250,20,10,0,10,200,0,0,10,85,50,30,75,5287.16216216216
0.1048,"0","35201049",DA,"310","3520","370","673","35201049","3520005","5350092.00","35535","35201049",0.1048,673,370,6421.8,2000000,1550,1740,310,40,40,10,65,140,0,20,0,90,110,45,75,3530.53435114504
0.0314,"0","35201050",DA,"134","3520","162","281","35201050","3520005","5350092.00","35535","35201050",0.0314,281,162,8949,2200000,2140,1410,135,10,20,0,5,95,5,0,10,25,25,25,30,5159.23566878981
0.0107,"0","35201051",DA,"428","3520","502","614","35201051","3520005","5350092.00","35535","35201051",0.0107,614,502,57383.2,600000,,1590,425,0,0,0,0,5,420,0,85,265,105,0,0,46915.8878504673
0.0362,"0","35201052",DA,"239","3520","287","505","35201052","3520005","5350091.01","35535","35201052",0.0362,505,287,13950.3,,,1540,235,10,0,0,5,165,55,5,20,105,65,10,35,7928.17679558011
0.0369,"0","35201053",DA,"225","3520","301","432","35201053","3520005","5350091.01","35535","35201053",0.0369,432,301,11707.3,3480000,2240,1660,225,10,15,0,0,205,0,0,25,80,35,15,65,8157.18157181572
0.0509,"0","35201054",DA,"368","3520","463","585","35201054","3520005","5350091.01","35535","35201054",0.0509,585,463,11493.1,900000,1480,1660,370,5,5,0,0,80,280,0,20,235,80,15,25,9096.26719056974
0.0412,"0","35201055",DA,"324","3520","381","723","35201055","3520005","5350091.01","35535","35201055",0.0412,723,381,17548.5,900000,1880,1640,325,5,15,0,5,65,230,0,30,160,105,10,25,9247.57281553398
0.02,"0","35201056",DA,"277","3520","312","488","35201056","3520005","5350092.00","35535","35201056",0.02,488,312,24400,,,1820,275,0,0,0,0,5,270,0,25,185,70,0,0,15600
0.0477,"0","35201057",DA,"355","3520","414","648","35201057","3520005","5350092.00","35535","35201057",0.0477,648,414,13584.9,1700000,1920,1460,355,15,20,20,5,180,125,0,20,135,80,70,40,8679.24528301887
0.0243,"0","35201058",DA,"320","3520","376","485","35201058","3520005","5350092.00","35535","35201058",0.0243,485,376,19958.8,,,1450,320,10,0,0,5,75,230,0,35,240,30,0,10,15473.2510288066
0.0513,"0","35201059",DA,"238","3520","273","501","35201059","3520005","5350092.00","35535","35201059",0.0513,501,273,9766.1,2500000,1460,1760,235,10,15,0,10,205,0,0,0,50,80,40,55,5321.63742690058
0.0361,"0","35201060",DA,"204","3520","220","408","35201060","3520005","5350092.00","35535","35201060",0.0361,408,220,11301.9,2300000,1720,1620,205,5,5,0,0,185,0,0,20,60,80,25,45,6094.18282548476
0.0593,"0","35201061",DA,"234","3520","267","511","35201061","3520005","5350092.00","35535","35201061",0.0593,511,267,8617.2,1700000,1090,1940,235,0,20,0,0,210,0,0,0,75,60,55,60,4502.52951096121
0.0512,"0","35201062",DA,"134","3520","143","327","35201062","3520005","5350092.00","35535","35201062",0.0512,327,143,6386.7,2300000,1310,2160,135,15,20,0,5,90,0,0,0,30,30,15,45,2792.96875
0.0943,"0","35201063",DA,"341","3520","367","783","35201063","3520005","5350092.00","35535","35201063",0.0943,783,367,8303.3,1840000,2160,1800,340,25,45,15,10,245,0,0,10,100,25,115,90,3891.83457051962
0.0823,"0","35201064",DA,"303","3520","352","638","35201064","3520005","5350093.00","35535","35201064",0.0823,638,352,7752.1,1390000,1550,1600,305,20,65,5,5,185,20,0,15,90,85,75,30,4277.03523693803
0.0504,"0","35201065",DA,"237","3520","257","579","35201065","3520005","5350093.00","35535","35201065",0.0504,579,257,11488.1,1500000,1660,1350,235,10,110,0,35,60,0,20,0,45,20,115,50,5099.20634920635
0.0693,"0","35201066",DA,"202","3520","219","515","35201066","3520005","5350093.00","35535","35201066",0.0693,515,219,7431.5,1300000,960,2160,200,25,75,20,5,75,0,0,0,20,30,85,45,3160.17316017316
0.052,"0","35201067",DA,"181","3520","187","442","35201067","3520005","5350093.00","35535","35201067",0.052,442,187,8500,1350000,1880,1880,185,20,65,30,5,65,0,0,0,30,25,90,40,3596.15384615385
0.0523,"0","35201068",DA,"290","3520","317","733","35201068","3520005","5350093.00","35535","35201068",0.0523,733,317,14015.3,1500000,1120,1880,290,5,30,30,5,215,0,5,0,100,85,70,45,6061.18546845124
0.0695,"0","35201069",DA,"187","3520","229","416","35201069","3520005","5350093.00","35535","35201069",0.0695,416,229,5985.6,1700000,2960,1760,185,15,25,5,0,135,0,0,0,50,40,30,40,3294.96402877698
0.0349,"0","35201070",DA,"147","3520","177","352","35201070","3520005","5350093.00","35535","35201070",0.0349,352,177,10086,1200000,910,1900,150,20,25,0,15,80,0,0,0,25,35,45,35,5071.63323782235
0.0357,"0","35201071",DA,"145","3520","157","467","35201071","3520005","5350093.00","35535","35201071",0.0357,467,157,13081.2,1390000,1150,1740,145,30,10,10,10,25,60,0,10,60,50,25,25,4397.75910364146
0.1497,"0","35201072",DA,"243","3520","259","584","35201072","3520005","5350094.00","35535","35201072",0.1497,584,259,3901.1,1250000,1530,1680,240,45,30,10,20,120,5,0,0,55,55,70,60,1730.12692050768
0.1232,"0","35201077",DA,"155","3520","162","439","35201077","3520005","5350116.00","35535","35201077",0.1232,439,162,3563.3,2100000,1860,,155,100,10,5,10,30,0,0,0,10,20,35,85,1314.93506493506
0.0877,"0","35201078",DA,"384","3520","414","894","35201078","3520005","5350116.00","35535","35201078",0.0877,894,414,10193.8,1500000,1800,1310,385,130,45,5,30,60,115,0,0,90,80,145,35,4720.63854047891
0.0925,"0","35201079",DA,"177","3520","186","518","35201079","3520005","5350118.00","35535","35201079",0.0925,518,186,5600,2000000,1900,1550,175,100,15,0,15,50,0,0,0,20,45,20,95,2010.81081081081
0.0829,"0","35201080",DA,"426","3520","466","818","35201080","3520005","5350118.00","35535","35201080",0.0829,818,466,9867.3,1100000,2540,2080,425,50,5,0,25,90,260,0,15,195,120,30,80,5621.23039806996
0.0821,"0","35201081",DA,"153","3520","166","349","35201081","3520005","5350118.00","35535","35201081",0.0821,349,166,4250.9,2500000,1330,1530,155,55,25,0,5,45,25,0,0,40,15,35,55,2021.92448233861
0.0595,"0","35201106",DA,"225","3520","241","493","35201106","3520005","5350116.00","35535","35201106",0.0595,493,241,8285.7,1200000,2320,1450,225,35,25,0,25,140,0,5,0,70,55,55,20,4050.42016806723
0.0267,"0","35201107",DA,"477","3520","513","785","35201107","3520005","5350116.00","35535","35201107",0.0267,785,513,29400.7,720000,2020,1860,475,0,0,0,0,10,465,0,0,235,250,15,0,19213.4831460674
0.1465,"0","35201294",DA,"175","3520","183","501","35201294","3520005","5350103.00","35535","35201294",0.1465,501,183,3419.8,1800000,1170,,175,135,0,0,30,5,0,0,0,0,20,30,115,1249.14675767918
0.0834,"0","35201295",DA,"212","3520","222","570","35201295","3520005","5350103.00","35535","35201295",0.0834,570,222,6834.5,1600000,2320,,210,135,25,0,25,30,0,0,0,25,25,90,75,2661.87050359712
0.0774,"0","35201297",DA,"434","3520","456","899","35201297","3520005","5350103.00","35535","35201297",0.0774,899,456,11615,1080000,2340,2060,435,85,15,15,15,130,170,0,0,125,160,105,70,5891.47286821705
0.0294,"0","35201298",DA,"538","3520","556","971","35201298","3520005","5350103.00","35535","35201298",0.0294,971,556,33027.2,820000,1340,2360,535,20,10,0,0,5,505,0,0,20,385,155,0,18911.5646258503
1.7111,"0","35201312",DA,"568","3520","607","1085","35201312","3520005","5350050.03","35535","35201312",1.7111,1085,607,634.1,800000,2300,1780,565,125,5,100,10,5,325,0,10,175,260,60,80,354.742563263398
0.0857,"0","35201313",DA,"189","3520","216","429","35201313","3520005","5350051.00","35535","35201313",0.0857,429,216,5005.8,2500000,2460,1800,190,50,0,0,25,120,0,0,0,70,25,35,60,2520.42007001167
0.0709,"0","35201357",DA,"600","3520","648","1067","35201357","3520005","5350052.00","35535","35201357",0.0709,1067,648,15049.4,820000,2040,1440,600,15,35,10,5,145,385,0,25,285,185,75,35,9139.63328631876
0.0772,"0","35201358",DA,"290","3520","316","642","35201358","3520005","5350051.00","35535","35201358",0.0772,642,316,8316.1,2000000,3280,1640,290,55,20,0,25,190,0,5,0,120,85,30,75,4093.26424870466
0.0571,"0","35201359",DA,"210","3520","235","444","35201359","3520005","5350051.00","35535","35201359",0.0571,444,235,7775.8,1800000,1820,1270,210,55,15,0,20,70,55,0,0,45,70,45,40,4115.58669001751
0.0575,"0","35201360",DA,"291","3520","328","604","35201360","3520005","5350051.00","35535","35201360",0.0575,604,328,10504.3,2000000,1270,1380,290,50,20,0,30,150,35,0,0,120,35,65,55,5704.34782608696
0.0746,"0","35201361",DA,"345","3520","386","710","35201361","3520005","5350099.00","35535","35201361",0.0746,710,386,9517.4,900000,2240,1190,345,25,20,5,20,90,195,0,20,125,95,65,20,5174.26273458445
0.0728,"0","35201362",DA,"1022","3520","1142","1733","35201362","3520005","5350099.00","35535","35201362",0.0728,1733,1142,23804.9,,,1230,1025,0,0,0,0,10,1015,0,255,660,80,10,10,15686.8131868132
0.0377,"0","35201363",DA,"154","3520","173","372","35201363","3520005","5350099.00","35535","35201363",0.0377,372,173,9867.4,1600000,2400,1400,155,35,35,0,15,70,0,0,0,45,25,55,35,4588.85941644562
0.0635,"0","35201364",DA,"205","3520","223","470","35201364","3520005","5350099.00","35535","35201364",0.0635,470,223,7401.6,1550000,2180,1800,205,50,25,5,25,105,0,0,0,35,50,65,45,3511.81102362205
0.0732,"0","35201365",DA,"357","3520","377","768","35201365","3520005","5350099.00","35535","35201365",0.0732,768,377,10491.8,1200000,2080,1760,355,75,35,0,45,75,115,0,0,120,75,65,85,5150.27322404372
0.042,"0","35201368",DA,"126","3520","134","322","35201368","3520005","5350099.00","35535","35201368",0.042,322,134,7666.7,1400000,3040,1310,125,25,35,0,5,55,0,0,0,20,30,35,40,3190.47619047619
0.0399,"0","35201370",DA,"142","3520","152","367","35201370","3520005","5350099.00","35535","35201370",0.0399,367,152,9198,1300000,1640,1000,140,25,45,5,10,60,0,0,0,15,25,70,30,3809.52380952381
0.0397,"0","35201371",DA,"175","3520","187","390","35201371","3520005","5350099.00","35535","35201371",0.0397,390,187,9823.7,1500000,1880,1470,175,25,25,0,10,110,0,0,0,55,40,40,35,4710.3274559194
0.0792,"0","35201372",DA,"199","3520","210","472","35201372","3520005","5350102.05","35535","35201372",0.0792,472,210,5959.6,1510000,980,1880,200,40,25,15,20,100,0,0,0,50,30,70,35,2651.51515151515
0.0398,"0","35201373",DA,"144","3520","148","370","35201373","3520005","5350102.05","35535","35201373",0.0398,370,148,9296.5,1400000,2280,,145,30,70,0,10,35,0,0,0,30,0,70,30,3718.59296482412
0.1013,"0","35201374",DA,"290","3520","311","706","35201374","3520005","5350102.04","35535","35201374",0.1013,706,311,6969.4,1800000,3240,1660,290,85,25,5,25,155,0,0,0,80,55,55,90,3070.08884501481
0.0424,"0","35201403",DA,"128","3520","136","282","35201403","3520005","5350099.00","35535","35201403",0.0424,282,136,6650.9,1500000,2440,1800,125,5,15,10,0,95,0,0,0,30,50,30,30,3207.54716981132
0.0516,"0","35201404",DA,"231","3520","245","397","35201404","3520005","5350099.00","35535","35201404",0.0516,397,245,7693.8,1500000,990,740,230,20,30,0,10,60,105,0,10,125,25,40,35,4748.06201550388
0.0671,"0","35201405",DA,"110","3520","125","331","35201405","3520005","5350051.00","35535","35201405",0.0671,331,125,4932.9,2000000,2460,1250,110,20,0,0,25,50,5,10,0,25,30,10,45,1862.8912071535
0.1651,"0","35201406",DA,"241","3520","282","555","35201406","3520005","5350052.00","35535","35201406",0.1651,555,282,3361.6,990000,1760,2120,245,15,75,15,25,70,45,5,0,80,45,80,40,1708.05572380376
0.4377,"0","35201469",DA,"1237","3520","1346","2249","35201469","3520005","5350050.01","35535","35201469",0.4377,2249,1346,5138.2,670000,2240,1760,1235,100,5,130,0,90,905,0,15,790,225,120,75,3075.16563856523
0.0644,"0","35201477",DA,"156","3520","161","438","35201477","3520005","5350050.04","35535","35201477",0.0644,438,161,6801.2,1500000,1840,,155,115,30,0,5,15,0,0,0,10,25,80,40,2500
0.0523,"0","35201478",DA,"175","3520","180","443","35201478","3520005","5350050.04","35535","35201478",0.0523,443,180,8470.4,1500000,2220,,175,130,30,0,20,0,0,0,0,10,10,110,45,3441.68260038241
0.0492,"0","35201479",DA,"204","3520","208","423","35201479","3520005","5350050.04","35535","35201479",0.0492,423,208,8597.6,1400000,2440,1000,200,75,30,0,20,10,70,0,0,50,40,85,15,4227.64227642276
0.0569,"0","35201480",DA,"160","3520","173","428","35201480","3520005","5350050.04","35535","35201480",0.0569,428,173,7522,1600000,2920,1220,160,95,25,0,10,25,0,0,0,20,15,90,35,3040.42179261863
0.0425,"0","35201481",DA,"188","3520","208","381","35201481","3520005","5350050.04","35535","35201481",0.0425,381,208,8964.7,1500000,1500,1300,190,75,5,0,15,100,0,0,0,70,20,55,35,4894.11764705882
0.0992,"0","35201482",DA,"211","3520","218","527","35201482","3520005","5350104.00","35535","35201482",0.0992,527,218,5312.5,1700000,1160,2080,210,140,5,0,35,40,0,0,0,15,45,45,110,2197.58064516129
0.0842,"0","35201483",DA,"202","3520","208","500","35201483","3520005","5350103.00","35535","35201483",0.0842,500,208,5938.2,1510000,1170,1680,200,130,0,0,30,40,0,0,0,40,35,45,85,2470.30878859858
0.147,"0","35201485",DA,"221","3520","250","511","35201485","3520005","5350050.04","35535","35201485",0.147,511,250,3476.2,2500000,1600,1880,220,130,5,0,5,75,0,0,0,25,65,75,55,1700.68027210884
0.052,"0","35201486",DA,"174","3520","178","425","35201486","3520005","5350050.04","35535","35201486",0.052,425,178,8173.1,1500000,990,1420,170,95,10,10,5,50,0,0,0,40,30,80,40,3423.07692307692
0.1064,"0","35201487",DA,"254","3520","258","769","35201487","3520005","5350104.00","35535","35201487",0.1064,769,258,7227.4,1660000,2940,,255,220,0,0,25,10,0,0,0,0,15,100,145,2424.81203007519
0.0934,"0","35201488",DA,"230","3520","234","651","35201488","3520005","5350104.00","35535","35201488",0.0934,651,234,6970,1500000,1030,,230,135,55,0,25,20,0,0,0,0,35,130,55,2505.35331905782
